player_id,player_normalized,season,team,pos,pts_per_game,ast_per_game,trb_per_game,stl_per_game,blk_per_game,tov_per_game,fg_percent,ft_percent,x3p_percent,mp_per_game,g,fppg,per
wadede01,dean wade,2023,CLE,PF,4.7,0.8,3.4,0.6,0.5,0.4,0.412,0.652,0.354,20.3,44,11.65,8.5
wagnefr01,franz wagner,2023,ORL,SF,18.6,3.5,4.1,1.0,0.2,2.1,0.485,0.842,0.361,32.6,80,28.85,15.9
wagnemo01,moritz wagner,2023,ORL,C,10.5,1.5,4.5,0.6,0.2,1.2,0.5,0.841,0.313,19.5,57,18.05,17.4
wainris01,ish wainright,2023,PHO,SF,4.2,0.9,2.3,0.6,0.4,0.4,0.37,0.839,0.329,15.3,60,9.95,9.2
walkeja01,jabari walker,2023,POR,SF,3.9,0.6,2.3,0.2,0.2,0.5,0.419,0.756,0.286,11.1,56,7.6,9.6
walkelo01,lonnie walker iv,2023,LAL,SG,11.7,1.1,1.9,0.5,0.3,0.8,0.448,0.858,0.365,23.2,56,16.45,12.2
walljo01,john wall,2023,LAC,PG,11.4,5.2,2.7,0.8,0.4,2.4,0.408,0.681,0.303,22.2,34,22.500000000000004,13.6
washidu02,duane washington jr.,2023,PHO,SG,7.9,2.0,1.2,0.2,0.1,1.1,0.367,0.667,0.36,12.7,31,11.75,9.3
washipj01,p.j. washington,2023,CHO,PF,15.7,2.4,4.9,0.9,1.1,1.5,0.444,0.73,0.348,32.6,73,27.700000000000003,12.9
washity02,tyty washington jr.,2023,HOU,PG,4.7,1.5,1.5,0.5,0.1,0.5,0.363,0.556,0.238,14.0,31,9.45,7.5
watanyu01,yuta watanabe,2023,BRK,SF,5.6,0.8,2.4,0.4,0.3,0.4,0.491,0.723,0.444,16.0,58,10.549999999999999,12.1
waterli01,lindy waters iii,2023,OKC,SG,5.2,0.7,1.8,0.3,0.3,0.2,0.393,0.8,0.358,13.0,41,9.350000000000001,11.8
watfotr01,trendon watford,2023,POR,PF,7.4,2.1,3.8,0.5,0.2,1.1,0.56,0.72,0.391,19.1,62,15.000000000000002,13.6
watsope01,peyton watson,2023,DEN,SG,3.3,0.5,1.6,0.1,0.5,0.3,0.492,0.55,0.429,8.1,23,6.8500000000000005,12.8
weslebl01,blake wesley,2023,SAS,SG,5.0,2.6,2.2,0.7,0.1,1.8,0.321,0.591,0.385,18.1,37,11.3,3.5
whiteco01,coby white,2023,CHI,SG,9.7,2.8,2.9,0.7,0.1,1.0,0.443,0.871,0.372,23.4,74,17.799999999999997,12.5
whitede01,derrick white,2023,BOS,SG,12.4,3.9,3.6,0.7,0.9,1.2,0.462,0.875,0.381,28.3,82,24.650000000000002,15.4
whiteja03,jack white,2023,DEN,SF,1.2,0.2,1.0,0.2,0.1,0.1,0.421,0.667,0.333,3.9,17,3.15,12.6
wiggiaa01,aaron wiggins,2023,OKC,SG,6.8,1.1,3.0,0.6,0.2,0.8,0.512,0.831,0.393,18.5,70,12.65,12.2
wiggian01,andrew wiggins,2023,GSW,SF,17.1,2.3,5.0,1.2,0.8,1.3,0.473,0.611,0.396,32.2,37,29.25,14.7
willigr01,grant williams,2023,BOS,PF,8.1,1.7,4.6,0.5,0.4,1.0,0.454,0.77,0.395,25.9,79,16.5,10.3
willija06,jalen williams,2023,OKC,SG,14.1,3.3,4.5,1.4,0.5,1.6,0.521,0.812,0.356,30.3,75,26.7,15.6
willija07,jaylin williams,2023,OKC,C,5.9,1.6,4.9,0.6,0.2,0.8,0.436,0.704,0.407,18.7,49,14.4,11.2
willike04,kenrich williams,2023,OKC,PF,8.0,2.0,4.9,0.8,0.3,0.6,0.517,0.436,0.373,22.8,53,18.049999999999997,14.4
willima07,mark williams,2023,CHO,C,9.0,0.4,7.1,0.7,1.0,0.9,0.637,0.691,,19.3,43,20.050000000000004,19.8
willipa01,patrick williams,2023,CHI,PF,10.2,1.2,4.0,0.9,0.9,1.2,0.464,0.857,0.415,28.3,82,19.3,11.2
williro04,robert williams,2023,BOS,C,8.0,1.4,8.3,0.6,1.4,1.0,0.747,0.61,0.0,23.5,35,22.4,19.8
willivi01,vince williams jr.,2023,MEM,SG,2.0,0.3,1.0,0.4,0.1,0.3,0.3,1.0,0.143,7.0,15,4.4,3.9
willizi01,zion williamson,2023,NOP,PF,26.0,4.6,7.0,1.1,0.6,3.4,0.608,0.714,0.368,33.0,29,40.75,25.2
willizi02,ziaire williams,2023,MEM,SF,5.7,0.9,2.1,0.4,0.2,1.0,0.429,0.773,0.258,15.2,37,9.65,7.4
winslju01,justise winslow,2023,POR,PF,6.8,3.4,5.0,1.0,0.4,1.5,0.409,0.714,0.311,26.8,29,18.9,9.3
woodch01,christian wood,2023,DAL,C,16.6,1.8,7.3,0.4,1.1,1.8,0.515,0.772,0.376,25.9,67,28.55,20.6
wrighde01,delon wright,2023,WAS,PG,7.4,3.9,3.6,1.8,0.3,0.9,0.474,0.867,0.345,24.4,50,21.200000000000003,16.3
wrighmc01,mckinley wright iv,2023,DAL,PG,4.2,2.1,1.7,0.3,0.2,0.7,0.469,0.684,0.321,12.4,27,9.600000000000001,12.4
youngth01,thaddeus young,2023,TOR,PF,4.4,1.4,3.1,1.0,0.1,0.8,0.545,0.692,0.176,14.7,54,11.549999999999999,14.1
youngtr01,trae young,2023,ATL,PG,26.2,10.2,3.0,1.1,0.1,4.1,0.429,0.886,0.335,34.8,73,43.4,22.0
zelleco01,cody zeller,2023,MIA,C,6.5,0.7,4.3,0.2,0.3,0.9,0.627,0.686,0.0,14.5,15,12.200000000000001,16.4
zubaciv01,ivica zubac,2023,LAC,C,10.8,1.0,9.9,0.4,1.3,1.5,0.634,0.697,0.0,28.6,76,24.950000000000003,16.7
achiupr01,precious achiuwa,2022,TOR,C,9.1,1.1,6.5,0.5,0.6,1.2,0.439,0.595,0.359,23.6,73,18.8,12.7
adamsst01,steven adams,2022,MEM,C,6.9,3.4,10.0,0.9,0.8,1.5,0.547,0.543,0.0,26.3,76,24.75,17.6
adebaba01,bam adebayo,2022,MIA,C,19.1,3.4,10.1,1.4,0.8,2.6,0.557,0.753,0.0,32.6,56,37.2,21.8
aldamsa01,santi aldama,2022,MEM,PF,4.1,0.7,2.7,0.2,0.3,0.5,0.402,0.625,0.125,11.3,32,8.6,10.2
aldrila01,lamarcus aldridge,2022,BRK,C,12.9,0.9,5.5,0.3,1.0,0.9,0.55,0.873,0.304,22.3,47,22.1,19.6
allengr01,grayson allen,2022,MIL,SG,11.1,1.5,3.4,0.7,0.3,0.7,0.448,0.865,0.409,27.3,66,18.55,12.7
allenja01,jarrett allen,2022,CLE,C,16.1,1.6,10.8,0.8,1.3,1.7,0.677,0.708,0.1,32.3,56,32.85,23.0
alvarjo01,jose alvarado,2022,NOP,PG,6.1,2.8,1.9,1.3,0.1,0.7,0.446,0.679,0.291,15.4,54,15.0,16.4
anderky01,kyle anderson,2022,MEM,PF,7.6,2.7,5.3,1.1,0.7,1.0,0.446,0.638,0.33,21.5,69,20.45,14.4
antetgi01,giannis antetokounmpo,2022,MIL,PF,29.9,5.8,11.6,1.1,1.4,3.3,0.553,0.722,0.293,32.9,67,53.150000000000006,32.1
antetth01,thanasis antetokounmpo,2022,MIL,SF,3.6,0.5,2.1,0.3,0.3,0.5,0.547,0.63,0.143,9.9,48,7.45,12.5
anthoca01,carmelo anthony,2022,LAL,PF,13.3,1.0,4.2,0.7,0.8,0.9,0.441,0.83,0.375,26.0,69,21.85,14.8
anthoco01,cole anthony,2022,ORL,PG,16.3,5.7,5.4,0.7,0.3,2.6,0.391,0.854,0.338,31.7,65,30.15,13.5
anunoog01,og anunoby,2022,TOR,SF,17.1,2.6,5.5,1.5,0.5,1.7,0.443,0.754,0.363,36.0,48,29.8,14.8
arcidry01,ryan arcidiacono,2022,NYK,PG,1.6,0.4,0.8,0.1,0.0,0.3,0.5,,0.444,7.6,10,2.9500000000000006,6.1
arizatr01,trevor ariza,2022,LAL,SF,4.0,1.1,3.4,0.5,0.3,0.5,0.333,0.556,0.27,19.3,24,10.55,7.0
avdijde01,deni avdija,2022,WAS,SF,8.4,2.0,5.2,0.7,0.5,1.1,0.432,0.757,0.317,24.2,82,18.5,11.6
aytonde01,deandre ayton,2022,PHO,C,17.2,1.4,10.2,0.7,0.7,1.6,0.634,0.746,0.368,29.5,58,31.4,21.9
azubuud01,udoka azubuike,2022,UTA,C,4.7,0.0,4.2,0.1,0.6,0.7,0.755,0.545,,11.5,17,9.950000000000001,17.6
ballla01,lamelo ball,2022,CHO,PG,20.1,7.6,6.7,1.6,0.4,3.3,0.429,0.872,0.389,32.3,75,39.900000000000006,19.7
balllo01,lonzo ball,2022,CHI,PG,13.0,5.1,5.4,1.8,0.9,2.3,0.423,0.75,0.423,34.6,35,30.499999999999996,14.5
bambamo01,mo bamba,2022,ORL,C,10.6,1.2,8.1,0.5,1.7,1.1,0.48,0.781,0.381,25.7,71,24.9,16.5
banede01,desmond bane,2022,MEM,SG,18.2,2.7,4.4,1.2,0.4,1.5,0.461,0.903,0.436,29.8,76,29.150000000000002,17.6
bantoda01,dalano banton,2022,TOR,PG,3.2,1.5,1.9,0.4,0.2,0.8,0.411,0.591,0.255,10.9,64,8.049999999999999,10.0
barneha02,harrison barnes,2022,SAC,PF,16.4,2.4,5.6,0.7,0.2,1.5,0.469,0.826,0.394,33.6,77,26.35,15.7
barnesc01,scottie barnes,2022,TOR,PF,15.3,3.5,7.5,1.1,0.7,1.8,0.492,0.735,0.301,35.4,74,30.749999999999996,16.3
barrerj01,rj barrett,2022,NYK,SF,20.0,3.0,5.8,0.6,0.2,2.2,0.408,0.714,0.342,34.5,70,30.099999999999998,13.7
bartowi01,will barton,2022,DEN,SG,14.7,3.9,4.8,0.8,0.4,1.8,0.438,0.803,0.365,32.1,71,26.55,13.4
bassech01,charles bassey,2022,PHI,C,3.0,0.3,2.7,0.2,0.7,0.3,0.638,0.75,0.0,7.3,23,8.1,21.5
bateske01,keita bates-diop,2022,SAS,SF,5.7,0.7,3.9,0.5,0.2,0.8,0.517,0.754,0.309,16.2,59,11.599999999999998,12.4
batumni01,nicolas batum,2022,LAC,PF,8.3,1.7,4.3,1.0,0.7,0.7,0.463,0.658,0.4,24.8,59,18.700000000000003,13.5
bazemke01,kent bazemore,2022,LAL,SF,3.4,0.9,1.8,0.6,0.2,0.5,0.324,0.765,0.363,14.0,39,8.05,6.0
bazleda01,darius bazley,2022,OKC,PF,10.8,1.4,6.3,0.8,1.0,1.3,0.422,0.688,0.297,27.9,69,22.400000000000002,12.6
bealbr01,bradley beal,2022,WAS,SG,23.2,6.6,4.7,0.9,0.4,3.4,0.451,0.833,0.3,36.0,40,37.65,17.5
beaslma01,malik beasley,2022,MIN,SG,12.1,1.5,2.9,0.5,0.2,0.5,0.391,0.817,0.377,25.0,79,18.5,11.9
beverpa01,patrick beverley,2022,MIN,PG,9.2,4.6,4.1,1.2,0.9,1.3,0.406,0.722,0.343,25.4,58,24.15,14.8
beysa01,saddiq bey,2022,DET,SF,16.1,2.8,5.4,0.9,0.2,1.2,0.396,0.827,0.346,33.0,82,27.25,14.0
birchkh01,khem birch,2022,TOR,C,4.5,1.0,4.3,0.5,0.5,0.5,0.485,0.746,0.0,18.0,55,12.3,13.2
bitadgo01,goga bitadze,2022,IND,C,7.0,1.1,3.5,0.4,0.8,0.9,0.52,0.681,0.288,14.6,50,14.25,18.0
biyombi01,bismack biyombo,2022,PHO,C,5.8,0.6,4.6,0.3,0.7,0.7,0.593,0.535,,14.1,36,13.1,17.3
bjeline01,nemanja bjelica,2022,GSW,C,6.1,2.2,4.1,0.6,0.4,1.2,0.468,0.728,0.362,16.1,71,14.8,14.2
bledser01,eric bledsoe,2022,LAC,PG,9.9,4.2,3.4,1.3,0.4,2.1,0.421,0.761,0.313,25.2,54,21.75,12.5
blevike01,keljin blevins,2022,POR,SF,3.1,0.6,1.5,0.4,0.0,0.5,0.306,0.545,0.292,11.3,31,6.0,4.8
bogdabo01,bogdan bogdanović,2022,ATL,SG,15.1,3.1,4.0,1.1,0.2,1.1,0.431,0.843,0.368,29.3,63,25.9,15.4
bogdabo02,bojan bogdanović,2022,UTA,PF,18.1,1.7,4.3,0.5,0.0,1.7,0.455,0.858,0.387,30.9,69,24.500000000000004,15.7
bolbo01,bol bol,2022,DEN,PF,2.4,0.4,1.4,0.1,0.1,0.3,0.556,0.4,0.25,5.8,14,4.6000000000000005,13.5
bolmale01,leandro bolmaro,2022,MIN,SF,1.4,0.6,1.2,0.2,0.0,0.4,0.315,0.846,0.278,6.9,35,3.5999999999999996,5.4
bongais01,isaac bonga,2022,TOR,SF,0.8,0.3,0.5,0.5,0.1,0.1,0.231,0.625,0.25,4.6,15,3.15,8.7
bookede01,devin booker,2022,PHO,SG,26.8,4.8,5.0,1.1,0.4,2.4,0.466,0.868,0.383,34.5,68,40.35,21.3
bostobr01,brandon boston jr.,2022,LAC,SG,6.7,1.0,2.2,0.5,0.3,0.6,0.385,0.819,0.306,14.9,51,11.8,11.2
bouchch01,chris boucher,2022,TOR,SF,9.4,0.3,6.2,0.6,0.9,0.5,0.464,0.777,0.297,21.1,80,19.3,17.9
bouknja01,james bouknight,2022,CHO,SG,4.6,0.8,1.7,0.2,0.0,0.5,0.348,0.871,0.347,9.8,31,7.5,10.1
bradlav01,avery bradley,2022,LAL,SG,6.4,0.8,2.2,0.9,0.1,0.6,0.423,0.889,0.39,22.7,62,11.700000000000001,7.8
bradlto01,tony bradley,2022,CHI,C,3.0,0.5,3.4,0.2,0.6,0.6,0.585,0.655,,10.0,55,8.55,14.9
brazdig01,ignas brazdeikis,2022,ORL,SF,5.0,0.9,1.7,0.2,0.1,0.4,0.431,0.656,0.31,12.8,42,8.4,10.2
bridgmi01,mikal bridges,2022,PHO,SF,14.2,2.3,4.2,1.2,0.4,0.8,0.534,0.834,0.369,34.8,82,25.049999999999997,14.4
bridgmi02,miles bridges,2022,CHO,PF,20.2,3.8,7.0,0.9,0.8,1.9,0.491,0.802,0.331,35.5,80,35.25,17.9
brissos01,oshae brissett,2022,IND,SF,9.1,1.1,5.3,0.7,0.4,0.8,0.411,0.695,0.35,23.3,67,17.999999999999996,12.9
brogdma01,malcolm brogdon,2022,IND,PG,19.1,5.9,5.1,0.8,0.4,2.1,0.448,0.856,0.312,33.5,36,33.95,18.0
brookdi01,dillon brooks,2022,MEM,SF,18.4,2.8,3.2,1.1,0.3,1.6,0.432,0.849,0.309,27.7,32,27.699999999999996,15.5
brownbr01,bruce brown,2022,BRK,SF,9.0,2.1,4.8,1.1,0.7,0.8,0.506,0.758,0.404,24.6,72,20.650000000000002,15.0
browngr01,greg brown iii,2022,POR,SF,4.7,0.7,2.8,0.5,0.5,0.8,0.426,0.677,0.311,13.3,48,10.25,11.0
brownja02,jaylen brown,2022,BOS,SF,23.6,3.5,6.1,1.1,0.3,2.7,0.473,0.758,0.358,33.6,66,35.75,18.9
brownst02,sterling brown,2022,DAL,SG,3.3,0.7,3.0,0.3,0.1,0.5,0.381,0.933,0.304,12.8,49,7.85,8.4
browntr01,troy brown jr.,2022,CHI,SF,4.3,1.0,3.1,0.5,0.1,0.4,0.419,0.769,0.353,16.0,66,10.0,10.1
brunsja01,jalen brunson,2022,DAL,SG,16.3,4.8,3.9,0.8,0.0,1.6,0.502,0.84,0.373,31.9,79,27.799999999999997,17.1
bryanth01,thomas bryant,2022,WAS,C,7.4,0.9,4.0,0.2,0.8,0.7,0.52,0.875,0.286,16.3,27,14.55,16.6
bullore01,reggie bullock,2022,DAL,SF,8.6,1.2,3.5,0.6,0.2,0.6,0.401,0.833,0.36,28.0,68,15.299999999999999,9.2
burketr01,trey burke,2022,DAL,PG,5.1,1.4,0.8,0.3,0.0,0.6,0.391,0.87,0.317,10.5,42,8.15,10.0
burksal01,alec burks,2022,NYK,SG,11.7,3.0,4.9,1.0,0.3,1.1,0.391,0.822,0.404,28.6,81,23.25,13.7
butleja02,jared butler,2022,UTA,SG,3.8,1.5,1.1,0.4,0.2,0.8,0.404,0.688,0.318,8.6,42,7.8500000000000005,12.1
butleji01,jimmy butler,2022,MIA,SF,21.4,5.5,5.9,1.6,0.5,2.1,0.48,0.87,0.233,33.9,57,38.699999999999996,23.6
cacokde01,devontae cacok,2022,SAS,PF,3.1,0.4,2.8,0.5,0.5,0.2,0.677,0.571,,8.1,15,8.8,20.2
caldwke01,kentavious caldwell-pope,2022,WAS,SG,13.2,1.9,3.4,1.1,0.3,1.3,0.435,0.89,0.39,30.2,77,21.649999999999995,12.6
campafa01,facundo campazzo,2022,DEN,PG,5.1,3.4,1.8,1.0,0.4,1.0,0.361,0.769,0.301,18.2,65,14.5,11.1
cancavl01,vlatko čančar,2022,DEN,PF,4.1,1.1,2.1,0.1,0.2,0.6,0.561,0.643,0.583,11.7,15,8.0,12.7
capelca01,clint capela,2022,ATL,C,11.1,1.2,11.9,0.7,1.3,0.6,0.613,0.473,0.0,27.6,74,29.2,21.4
cartewe01,wendell carter jr.,2022,ORL,PF,15.0,2.8,10.5,0.6,0.7,1.9,0.525,0.691,0.327,29.9,62,31.050000000000004,18.4
carusal01,alex caruso,2022,CHI,SG,7.4,4.0,3.6,1.7,0.4,1.4,0.398,0.795,0.333,28.0,41,20.85,11.7
champju01,justin champagnie,2022,TOR,SF,2.3,0.3,2.0,0.2,0.1,0.2,0.463,1.0,0.357,7.8,36,5.3,13.6
chiozch01,chris chiozza,2022,GSW,PG,2.0,1.9,1.1,0.4,0.0,0.9,0.296,0.667,0.321,10.9,34,6.049999999999999,4.4
chrisjo01,josh christopher,2022,HOU,SG,7.9,2.0,2.5,0.9,0.2,1.5,0.448,0.735,0.296,18.0,74,14.649999999999999,12.2
chrisma01,marquese chriss,2022,DAL,PF,4.5,0.5,3.0,0.4,0.4,0.5,0.463,0.667,0.32,10.2,34,9.75,14.8
clarkbr01,brandon clarke,2022,MEM,PF,10.4,1.3,5.3,0.6,1.1,0.5,0.644,0.654,0.227,19.5,64,21.4,23.7
clarkga01,gary clark,2022,NOP,PF,2.7,0.5,2.4,0.3,0.2,0.3,0.375,0.7,0.4,9.9,38,6.8,11.4
clarkjo01,jordan clarkson,2022,UTA,SG,16.0,2.5,3.5,0.8,0.2,1.6,0.419,0.828,0.318,27.1,79,24.15,14.9
claxtni01,nic claxton,2022,BRK,C,8.7,0.9,5.6,0.5,1.1,0.8,0.674,0.581,,20.7,47,18.849999999999998,18.6
coffeam01,amir coffey,2022,LAC,SG,9.0,1.8,2.9,0.6,0.2,0.7,0.453,0.863,0.378,22.7,69,15.900000000000002,13.0
collijo01,john collins,2022,ATL,PF,16.2,1.8,7.8,0.6,1.0,1.1,0.526,0.793,0.364,30.8,54,29.599999999999998,18.7
colliza01,zach collins,2022,SAS,C,7.8,2.2,5.5,0.5,0.8,1.6,0.49,0.8,0.341,17.9,28,18.25,16.4
conlemi01,mike conley,2022,UTA,PG,13.7,5.3,3.0,1.3,0.3,1.7,0.435,0.796,0.408,28.6,72,26.95,17.2
connapa01,pat connaughton,2022,MIL,SF,9.9,1.3,4.2,0.9,0.2,0.5,0.458,0.833,0.395,26.0,65,18.3,13.4
cookty01,tyler cook,2022,CHI,PF,3.4,0.2,2.7,0.2,0.2,0.4,0.605,0.656,,10.0,20,6.999999999999999,13.0
coopesh01,sharife cooper,2022,ATL,PG,0.5,0.4,0.4,0.0,0.0,0.4,0.214,,0.167,3.0,13,1.1,-5.4
cornepe01,petr cornelie,2022,DEN,PF,1.1,0.2,1.1,0.1,0.1,0.3,0.333,0.75,0.125,2.9,13,2.7,9.6
crowdja01,jae crowder,2022,PHO,PF,9.4,1.9,5.3,1.4,0.4,0.8,0.399,0.789,0.348,28.1,67,21.249999999999996,11.3
culveja01,jarrett culver,2022,MEM,SG,3.5,0.9,1.3,0.5,0.1,0.5,0.378,0.471,0.255,9.1,37,7.15,8.7
cunnica01,cade cunningham,2022,DET,SG,17.4,5.6,5.5,1.2,0.7,3.7,0.416,0.845,0.314,32.6,64,32.349999999999994,13.1
curryst01,stephen curry,2022,GSW,PG,25.5,6.3,5.2,1.3,0.4,3.2,0.437,0.923,0.38,34.5,64,41.199999999999996,21.4
davisan02,anthony davis,2022,LAL,C,23.2,3.1,9.9,1.2,2.3,2.1,0.532,0.713,0.186,35.1,40,44.4,23.9
davised01,ed davis,2022,CLE,C,0.9,0.2,2.1,0.1,0.3,0.2,0.688,0.429,,6.5,31,4.1,9.3
daviste02,terence davis,2022,SAC,SG,10.4,1.3,3.1,0.8,0.4,1.1,0.423,0.818,0.329,17.9,30,17.349999999999998,14.6
dedmode01,dewayne dedmon,2022,MIA,C,6.3,0.7,5.8,0.4,0.6,1.0,0.566,0.75,0.404,15.9,67,14.649999999999999,15.9
derozde01,demar derozan,2022,CHI,PF,27.9,4.9,5.2,0.9,0.3,2.4,0.504,0.877,0.352,36.1,76,41.050000000000004,23.1
diakima01,mamadi diakite,2022,OKC,PF,4.3,0.2,4.5,0.4,0.7,0.5,0.532,0.545,0.0,14.5,13,11.350000000000001,11.6
diallha01,hamidou diallo,2022,DET,SG,11.0,1.3,4.8,1.2,0.3,1.0,0.496,0.65,0.247,21.9,58,20.5,15.7
dienggo01,gorgui dieng,2022,ATL,C,3.5,0.8,2.8,0.3,0.3,0.5,0.473,0.731,0.426,8.4,44,8.5,17.3
doncilu01,luka dončić,2022,DAL,PG,28.4,8.7,9.1,1.2,0.6,4.5,0.457,0.744,0.353,35.4,65,50.55,25.1
dortlu01,luguentz dort,2022,OKC,SG,17.2,1.7,4.2,0.9,0.4,1.7,0.404,0.843,0.332,32.6,51,25.5,12.3
dosunay01,ayo dosunmu,2022,CHI,SG,8.8,3.3,2.8,0.8,0.4,1.4,0.52,0.679,0.376,27.4,77,18.150000000000002,11.2
dotsode01,devon dotson,2022,CHI,PG,2.6,1.4,0.8,0.1,0.0,0.5,0.478,0.556,0.222,7.7,11,5.25,9.8
doziepj01,pj dozier,2022,DEN,SG,5.4,1.6,3.5,0.6,0.3,0.7,0.364,0.769,0.313,18.9,18,12.850000000000001,8.7
duartch01,chris duarte,2022,IND,SG,13.1,2.1,4.1,1.0,0.2,1.6,0.432,0.804,0.369,28.0,55,21.75,12.3
dukeda01,david duke jr.,2022,BRK,PG,4.7,0.8,3.0,0.6,0.3,0.4,0.361,0.81,0.243,15.5,22,10.75,10.0
dunnkr01,kris dunn,2022,POR,PG,7.6,5.6,3.5,1.6,0.2,2.3,0.431,0.944,0.091,24.0,14,21.7,12.5
duranke01,kevin durant,2022,BRK,PF,29.9,6.4,7.4,0.9,0.9,3.5,0.518,0.91,0.383,37.2,55,47.9,25.6
edwaran01,anthony edwards,2022,MIN,SG,21.3,3.8,4.8,1.5,0.6,2.6,0.441,0.786,0.357,34.3,72,34.449999999999996,16.5
edwarke02,kessler edwards,2022,BRK,SF,5.9,0.6,3.6,0.6,0.5,0.9,0.412,0.842,0.353,20.6,48,12.25,8.3
ellebcj01,cj elleby,2022,POR,SF,5.8,1.5,3.9,0.6,0.3,1.0,0.393,0.714,0.294,20.2,58,13.2,9.2
ellinwa01,wayne ellington,2022,LAL,SG,6.7,0.7,1.8,0.5,0.1,0.4,0.414,0.818,0.389,18.8,43,10.65,9.9
embiijo01,joel embiid,2022,PHI,C,30.6,4.2,11.7,1.1,1.5,3.1,0.499,0.814,0.371,33.8,68,51.99999999999999,31.2
fallta01,tacko fall,2022,CLE,C,1.1,0.2,2.1,0.0,0.5,0.3,0.417,0.286,,5.4,11,4.45,11.3
favorde01,derrick favors,2022,OKC,C,5.3,0.6,4.7,0.4,0.3,0.2,0.516,0.64,0.125,16.7,39,12.450000000000001,13.6
finnedo01,dorian finney-smith,2022,DAL,PF,11.0,1.9,4.7,1.1,0.5,1.0,0.471,0.675,0.395,33.1,80,21.549999999999997,12.5
fittsma01,malik fitts,2022,2TM,PF,1.4,0.3,1.1,0.0,0.0,0.1,0.421,,0.5,4.2,15,2.85,10.7
fittsma01,malik fitts,2022,2TM,PF,1.4,0.3,1.1,0.0,0.0,0.1,0.421,,0.5,4.2,15,2.85,-1.6
fittsma01,malik fitts,2022,2TM,PF,1.4,0.3,1.1,0.0,0.0,0.1,0.421,,0.5,4.2,15,2.85,26.1
flynnma01,malachi flynn,2022,TOR,PG,4.3,1.6,1.4,0.5,0.1,0.3,0.393,0.625,0.333,12.2,44,9.299999999999999,11.7
forretr01,trent forrest,2022,UTA,PG,3.3,1.8,1.7,0.5,0.1,0.8,0.49,0.792,0.185,12.8,60,8.399999999999999,10.9
fournev01,evan fournier,2022,NYK,SG,14.1,2.1,2.6,1.0,0.3,1.3,0.417,0.708,0.389,29.5,80,21.8,12.3
foxde01,de'aaron fox,2022,SAC,PG,23.2,5.6,3.9,1.2,0.4,2.8,0.473,0.75,0.297,35.3,59,36.7,17.4
fultzma01,markelle fultz,2022,ORL,PG,10.8,5.5,2.7,1.1,0.3,2.2,0.474,0.806,0.235,20.0,18,23.05,17.7
gaffoda01,daniel gafford,2022,WAS,C,9.4,0.9,5.7,0.4,1.4,0.9,0.693,0.699,0.0,20.1,72,20.050000000000004,21.8
gallida01,danilo gallinari,2022,ATL,PF,11.7,1.5,4.7,0.4,0.2,0.6,0.434,0.904,0.381,25.3,66,19.549999999999997,14.3
garlada01,darius garland,2022,CLE,PG,21.7,8.6,3.3,1.3,0.1,3.6,0.462,0.892,0.383,35.7,68,37.8,19.0
garrema01,marcus garrett,2022,MIA,SG,1.1,0.6,1.9,0.4,0.3,0.2,0.238,0.4,0.25,10.7,12,5.45,4.7
garubus01,usman garuba,2022,HOU,PF,2.0,0.7,3.5,0.4,0.5,0.3,0.432,0.714,0.25,10.0,24,8.5,12.9
garzalu01,luka garza,2022,DET,C,5.8,0.6,3.1,0.3,0.2,0.6,0.449,0.623,0.327,12.2,32,10.450000000000001,15.6
gayru01,rudy gay,2022,UTA,PF,8.1,1.0,4.4,0.5,0.3,0.9,0.414,0.785,0.345,18.9,55,15.1,13.0
georgpa01,paul george,2022,LAC,PF,24.3,5.7,6.9,2.2,0.4,4.1,0.421,0.858,0.354,34.7,31,42.15,18.6
gibsota01,taj gibson,2022,NYK,C,4.4,0.6,4.4,0.4,0.8,0.5,0.518,0.808,0.395,18.2,52,12.200000000000001,12.0
giddejo01,josh giddey,2022,OKC,SF,12.5,6.4,7.8,0.9,0.4,3.2,0.419,0.709,0.263,31.5,54,29.950000000000006,13.3
gilgesh01,shai gilgeous-alexander,2022,OKC,PG,24.5,5.9,5.0,1.3,0.8,2.8,0.453,0.81,0.3,34.7,56,40.800000000000004,20.9
gillan01,anthony gill,2022,WAS,PF,4.1,0.6,1.9,0.1,0.3,0.4,0.569,0.808,0.538,10.5,44,7.5,14.7
goberru01,rudy gobert,2022,UTA,C,15.6,1.1,14.7,0.7,2.1,1.8,0.713,0.69,0.0,32.1,66,37.15,24.7
goodwbr01,brandon goodwin,2022,CLE,PG,4.8,2.5,1.9,0.7,0.0,1.0,0.416,0.632,0.345,13.9,36,11.2,11.8
gordoaa01,aaron gordon,2022,DEN,PF,15.0,2.5,5.9,0.6,0.6,1.8,0.52,0.743,0.335,31.7,75,25.849999999999998,15.3
gordoer01,eric gordon,2022,HOU,SG,13.4,2.7,2.0,0.5,0.3,1.9,0.475,0.778,0.412,29.3,57,19.550000000000004,12.1
grahade01,devonte' graham,2022,NOP,PG,11.9,4.2,2.3,0.9,0.2,1.4,0.363,0.843,0.341,28.4,76,21.85,12.1
grantje01,jerami grant,2022,DET,PF,19.2,2.4,4.1,0.9,1.0,1.8,0.426,0.838,0.358,31.9,47,29.849999999999998,16.1
greenda02,danny green,2022,PHI,SF,5.9,1.0,2.5,1.0,0.6,0.7,0.394,0.786,0.38,21.8,62,13.200000000000001,9.5
